Type,Root Function Name,Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"Root","email._parseaddr.AddrlistClass","email._parseaddr.AddrlistClass",1,0.00,0.00,0.00,0.00,"_parseaddr.py",
"Caller","email._parseaddr.AddrlistClass","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.base64mime (module)","email.base64mime (module)",1,0.00,0.00,0.01,0.01,"base64mime.py",
"Caller","email.base64mime (module)","email.header (module)",1,0.00,0.00,0.01,0.01,"header.py",
"Root","email.charset (module)","email.charset (module)",1,0.00,0.00,0.15,0.02,"charset.py",
"Caller","email.charset (module)","email.header (module)",1,0.00,0.00,0.15,0.02,"header.py",
"Callee","email.charset (module)","__build_class__",1,0.00,0.00,0.13,0.13,"builtins",
"Root","email.charset.Charset","email.charset.Charset",1,0.00,0.00,0.00,0.00,"charset.py",
"Caller","email.charset.Charset","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.charset.Charset.__init__","email.charset.Charset.__init__",2,0.00,0.00,0.01,0.00,"charset.py",
"Caller","email.charset.Charset.__init__","email.header (module)",2,0.00,0.00,0.01,0.00,"header.py",
"Callee","email.charset.Charset.__init__","dict.get",10,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","email.charset.Charset.__init__","isinstance",2,0.00,0.00,0.00,0.00,"builtins",
"Callee","email.charset.Charset.__init__","str.encode",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","email.charset.Charset.__init__","str.lower",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","email.encoders (module)","email.encoders (module)",1,0.00,0.00,0.01,0.01,"encoders.py",
"Caller","email.encoders (module)","email.utils (module)",1,0.00,0.00,0.01,0.01,"utils.py",
"Root","email.errors (module)","email.errors (module)",1,0.00,0.00,1.46,0.01,"errors.py",
"Caller","email.errors (module)","email.feedparser (module)",1,0.00,0.00,1.46,0.01,"feedparser.py",
"Callee","email.errors (module)","__build_class__",13,0.00,0.00,0.11,0.11,"builtins",
"Root","email.errors.BoundaryError","email.errors.BoundaryError",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.BoundaryError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.CharsetError","email.errors.CharsetError",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.CharsetError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.FirstHeaderLineIsContinuationDefect","email.errors.FirstHeaderLineIsContinuationDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.FirstHeaderLineIsContinuationDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.HeaderParseError","email.errors.HeaderParseError",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.HeaderParseError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.MalformedHeaderDefect","email.errors.MalformedHeaderDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.MalformedHeaderDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.MessageDefect","email.errors.MessageDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.MessageDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.MessageError","email.errors.MessageError",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.MessageError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.MessageParseError","email.errors.MessageParseError",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.MessageParseError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.MisplacedEnvelopeHeaderDefect","email.errors.MisplacedEnvelopeHeaderDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.MisplacedEnvelopeHeaderDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.MultipartConversionError","email.errors.MultipartConversionError",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.MultipartConversionError","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.MultipartInvariantViolationDefect","email.errors.MultipartInvariantViolationDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.MultipartInvariantViolationDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.NoBoundaryInMultipartDefect","email.errors.NoBoundaryInMultipartDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.NoBoundaryInMultipartDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.errors.StartBoundaryNotFoundDefect","email.errors.StartBoundaryNotFoundDefect",1,0.00,0.00,0.00,0.00,"errors.py",
"Caller","email.errors.StartBoundaryNotFoundDefect","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.feedparser (module)","email.feedparser (module)",1,0.05,0.00,66.13,1.61,"feedparser.py",
"Caller","email.feedparser (module)","email.parser (module)",1,0.05,0.00,66.13,1.61,"parser.py",
"Callee","email.feedparser (module)","__build_class__",3,0.00,0.00,0.14,0.13,"builtins",
"Callee","email.feedparser (module)","email.errors (module)",1,0.00,0.00,1.46,0.01,"errors.py",
"Callee","email.feedparser (module)","email.message (module)",1,0.05,0.01,62.01,8.85,"message.py",
"Callee","email.feedparser (module)","re.compile",5,0.00,0.00,0.13,0.00,"re.py",
"Root","email.feedparser.BufferedSubFile","email.feedparser.BufferedSubFile",1,0.00,0.00,0.00,0.00,"feedparser.py",
"Caller","email.feedparser.BufferedSubFile","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.feedparser.BytesFeedParser","email.feedparser.BytesFeedParser",1,0.00,0.00,0.00,0.00,"feedparser.py",
"Caller","email.feedparser.BytesFeedParser","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.feedparser.FeedParser","email.feedparser.FeedParser",1,0.00,0.00,0.00,0.00,"feedparser.py",
"Caller","email.feedparser.FeedParser","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.header (module)","email.header (module)",1,0.00,0.00,4.41,2.27,"header.py",
"Caller","email.header (module)","email.message (module)",1,0.00,0.00,4.41,2.27,"message.py",
"Callee","email.header (module)","__build_class__",3,0.00,0.00,0.13,0.13,"builtins",
"Callee","email.header (module)","email.base64mime (module)",1,0.00,0.00,0.01,0.01,"base64mime.py",
"Callee","email.header (module)","email.charset (module)",1,0.00,0.00,0.15,0.02,"charset.py",
"Callee","email.header (module)","email.charset.Charset.__init__",2,0.00,0.00,0.01,0.00,"charset.py",
"Callee","email.header (module)","email.quoprimime (module)",1,0.00,0.00,0.44,0.18,"quoprimime.py",
"Callee","email.header (module)","re.compile",3,0.00,0.00,0.38,0.00,"re.py",
"Root","email.header._Accumulator","email.header._Accumulator",1,0.00,0.00,0.00,0.00,"header.py",
"Caller","email.header._Accumulator","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.header._ValueFormatter","email.header._ValueFormatter",1,0.00,0.00,0.00,0.00,"header.py",
"Caller","email.header._ValueFormatter","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.header.Header","email.header.Header",1,0.00,0.00,0.00,0.00,"header.py",
"Caller","email.header.Header","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.iterators (module)","email.iterators (module)",1,0.00,0.00,0.01,0.01,"iterators.py",
"Caller","email.iterators (module)","email.message.Message",1,0.00,0.00,0.01,0.01,"message.py",
"Root","email.message (module)","email.message (module)",1,0.05,0.01,62.01,8.85,"message.py",
"Caller","email.message (module)","email.feedparser (module)",1,0.05,0.01,62.01,8.85,"feedparser.py",
"Callee","email.message (module)","__build_class__",1,0.00,0.00,0.91,0.23,"builtins",
"Callee","email.message (module)","base64 (module)",1,0.00,0.00,0.16,0.13,"base64.py",
"Callee","email.message (module)","email.header (module)",1,0.00,0.00,4.41,2.27,"header.py",
"Callee","email.message (module)","email.utils (module)",1,0.02,0.01,30.38,13.29,"utils.py",
"Callee","email.message (module)","re.compile",2,0.01,0.00,8.61,0.00,"re.py",
"Callee","email.message (module)","uu (module)",1,0.00,0.00,0.09,0.01,"uu.py",
"Root","email.message.Message","email.message.Message",1,0.00,0.00,0.69,0.67,"message.py",
"Caller","email.message.Message","__build_class__",1,0.00,0.00,0.69,0.67,"builtins",
"Callee","email.message.Message","email.iterators (module)",1,0.00,0.00,0.01,0.01,"iterators.py",
"Root","email.parser (module)","email.parser (module)",1,0.05,0.00,67.26,0.79,"parser.py",
"Caller","email.parser (module)"," (module)",1,0.05,0.00,67.26,0.79,"__init__.py",
"Callee","email.parser (module)","__build_class__",3,0.00,0.00,0.11,0.11,"builtins",
"Callee","email.parser (module)","email.feedparser (module)",1,0.05,0.00,66.13,1.61,"feedparser.py",
"Root","email.parser.BytesParser","email.parser.BytesParser",1,0.00,0.00,0.00,0.00,"parser.py",
"Caller","email.parser.BytesParser","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.parser.HeaderParser","email.parser.HeaderParser",1,0.00,0.00,0.00,0.00,"parser.py",
"Caller","email.parser.HeaderParser","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.parser.Parser","email.parser.Parser",1,0.00,0.00,0.00,0.00,"parser.py",
"Caller","email.parser.Parser","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.quoprimime (module)","email.quoprimime (module)",1,0.00,0.00,0.44,0.18,"quoprimime.py",
"Caller","email.quoprimime (module)","email.header (module)",1,0.00,0.00,0.44,0.18,"header.py",
"Callee","email.quoprimime (module)","__build_class__",1,0.00,0.00,0.14,0.13,"builtins",
"Callee","email.quoprimime (module)","chr",162,0.00,0.00,0.00,0.00,"builtins",
"Callee","email.quoprimime (module)","dict.copy",1,0.00,0.00,0.01,0.01,"Unidentifiable Method",
"Callee","email.quoprimime (module)","email.quoprimime.<genexpr>",257,0.00,0.00,0.00,0.00,"quoprimime.py",
"Callee","email.quoprimime (module)","ord",1,0.00,0.00,0.00,0.00,"builtins",
"Callee","email.quoprimime (module)","str.encode",2,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","email.quoprimime._body_accumulator","email.quoprimime._body_accumulator",1,0.00,0.00,0.00,0.00,"quoprimime.py",
"Caller","email.quoprimime._body_accumulator","__build_class__",1,0.00,0.00,0.00,0.00,"builtins",
"Root","email.quoprimime.<genexpr>","email.quoprimime.<genexpr>",257,0.00,0.00,0.00,0.00,"quoprimime.py",
"Caller","email.quoprimime.<genexpr>","email.quoprimime (module)",257,0.00,0.00,0.00,0.00,"quoprimime.py",
"Root","email.utils (module)","email.utils (module)",1,0.02,0.01,30.38,13.29,"utils.py",
"Caller","email.utils (module)","email.message (module)",1,0.02,0.01,30.38,13.29,"message.py",
"Callee","email.utils (module)","email._parseaddr (module)",1,0.00,0.00,5.04,3.70,"_parseaddr.py",
"Callee","email.utils (module)","email.encoders (module)",1,0.00,0.00,0.01,0.01,"encoders.py",
"Callee","email.utils (module)","quopri (module)",1,0.00,0.00,0.01,0.01,"quopri.py",
"Callee","email.utils (module)","re.compile",4,0.00,0.00,0.33,0.00,"re.py",
"Callee","email.utils (module)","socket (module)",1,0.00,0.00,4.15,3.78,"socket.py",
"Callee","email.utils (module)","urllib (module)",1,0.00,0.00,0.00,0.00,"__init__.py",
"Callee","email.utils (module)","urllib.parse (module)",1,0.00,0.00,6.55,0.31,"parse.py",
"Root","EmptyProvider.__init__","EmptyProvider.__init__",1,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","EmptyProvider.__init__"," (module)",1,0.00,0.00,0.00,0.00,"__init__.py",
"Root","encodings.cp437.Codec.decode","encodings.cp437.Codec.decode",120,0.00,0.00,0.00,0.00,"cp437.py",
"Caller","encodings.cp437.Codec.decode","bytes.decode",120,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","encodings.cp437.Codec.decode","_codecs.charmap_decode",120,0.00,0.00,0.00,0.00,"_codecs",
"Root","encodings.cp850.IncrementalEncoder.encode","encodings.cp850.IncrementalEncoder.encode",382,0.00,0.00,0.00,0.00,"cp850.py",
"Caller","encodings.cp850.IncrementalEncoder.encode","print",382,0.00,0.00,0.00,0.00,"builtins",
"Callee","encodings.cp850.IncrementalEncoder.encode","_codecs.charmap_encode",382,0.00,0.00,0.00,0.00,"_codecs",
"Root","eval","eval",1,0.00,0.00,0.02,0.02,"builtins",
"Caller","eval","pygame.compat (module)",1,0.00,0.00,0.02,0.02,"compat.py",
"Root","exec","exec",5,0.01,0.01,2.40,2.02,"builtins",
"Caller","exec","collections.namedtuple",5,0.01,0.01,2.40,2.02,"collections.py",
"Callee","exec","<string> (module)",1,0.00,0.00,0.36,0.01,"(string)",
"Callee","exec","<string> (module)",1,0.00,0.00,0.41,0.02,"(string)",
"Callee","exec","<string> (module)",1,0.00,0.00,0.38,0.01,"(string)",
"Callee","exec","<string> (module)",1,0.00,0.00,0.35,0.01,"(string)",
"Callee","exec","<string> (module)",1,0.00,0.00,0.39,0.01,"(string)",
"Root","FileMetadata.__init__","FileMetadata.__init__",6,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","FileMetadata.__init__",".find_on_path",6,0.00,0.00,0.00,0.00,"__init__.py",
"Root","FileMetadata.has_metadata","FileMetadata.has_metadata",3,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","FileMetadata.has_metadata","Distribution._get_metadata",3,0.00,0.00,0.00,0.00,"__init__.py",
"Root","fnmatch (module)","fnmatch (module)",1,0.00,0.00,4.66,3.86,"fnmatch.py",
"Caller","fnmatch (module)","shutil (module)",1,0.00,0.00,4.66,3.86,"shutil.py",
"Callee","fnmatch (module)","functools.decorating_function",1,0.00,0.00,0.77,0.15,"functools.py",
"Callee","fnmatch (module)","functools.lru_cache",1,0.00,0.00,0.00,0.00,"functools.py",
"Callee","fnmatch (module)","posixpath (module)",1,0.00,0.00,0.02,0.02,"posixpath.py",
"Root","frozenset.__contains__","frozenset.__contains__",26,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Caller","frozenset.__contains__","collections.namedtuple",26,0.00,0.00,0.00,0.00,"collections.py",
"Root","functools.decorating_function","functools.decorating_function",1,0.00,0.00,0.77,0.15,"functools.py",
"Caller","functools.decorating_function","fnmatch (module)",1,0.00,0.00,0.77,0.15,"fnmatch.py",
"Callee","functools.decorating_function","_thread.allocate_lock",1,0.00,0.00,0.01,0.01,"_thread",
"Callee","functools.decorating_function","collections.OrderedDict.__init__",1,0.00,0.00,0.59,0.07,"collections.py",
"Callee","functools.decorating_function","functools.update_wrapper",1,0.00,0.00,0.01,0.01,"functools.py",
"Callee","functools.decorating_function","functools.wraps",1,0.00,0.00,0.00,0.00,"functools.py",
"Root","functools.lru_cache","functools.lru_cache",1,0.00,0.00,0.00,0.00,"functools.py",
"Caller","functools.lru_cache","fnmatch (module)",1,0.00,0.00,0.00,0.00,"fnmatch.py",
"Root","functools.update_wrapper","functools.update_wrapper",8,0.00,0.00,0.00,0.00,"functools.py",
"Caller","functools.update_wrapper","functools.decorating_function",1,0.00,0.00,0.01,0.01,"functools.py",
"Caller","functools.update_wrapper","specifiers._require_version_compare",7,0.00,0.00,0.00,0.00,"specifiers.py",
"Callee","functools.update_wrapper","dict.update",8,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Callee","functools.update_wrapper","getattr",48,0.00,0.00,0.00,0.00,"builtins",
"Callee","functools.update_wrapper","setattr",32,0.00,0.00,0.00,0.00,"builtins",
"Root","functools.wraps","functools.wraps",8,0.00,0.00,0.00,0.00,"functools.py",
"Caller","functools.wraps","functools.decorating_function",1,0.00,0.00,0.00,0.00,"functools.py",
"Caller","functools.wraps","specifiers._require_version_compare",7,0.00,0.00,0.00,0.00,"specifiers.py",
"Root","genericpath._splitext","genericpath._splitext",282,0.00,0.00,0.01,0.00,"genericpath.py",
"Caller","genericpath._splitext","ntpath.splitext",282,0.00,0.00,0.01,0.00,"ntpath.py",
"Callee","genericpath._splitext","max",282,0.00,0.00,0.00,0.00,"builtins",
"Callee","genericpath._splitext","str.rfind",846,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","genericpath.exists","genericpath.exists",1,0.00,0.00,0.08,0.00,"genericpath.py",
"Caller","genericpath.exists","DefaultProvider._has",1,0.00,0.00,0.08,0.00,"__init__.py",
"Callee","genericpath.exists","nt.stat",1,0.00,0.00,0.08,0.08,"nt",
"Root","getattr","getattr",221,0.00,0.00,0.00,0.00,"builtins",
"Caller","getattr","._find_adapter",16,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","getattr","._initialize",13,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","getattr",".get_provider",2,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","getattr","abc.__new__",35,0.00,0.00,0.00,0.00,"abc.py",
"Caller","getattr","abc.__subclasscheck__",7,0.00,0.00,0.00,0.00,"abc.py",
"Caller","getattr","abc.<setcomp>",79,0.00,0.00,0.00,0.00,"abc.py",
"Caller","getattr","copy (module)",3,0.00,0.00,0.00,0.00,"copy.py",
"Caller","getattr","Distribution.__getattr__",4,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","getattr","functools.update_wrapper",48,0.00,0.00,0.00,0.00,"functools.py",
"Caller","getattr","hashlib.__get_openssl_constructor",6,0.00,0.00,0.00,0.00,"hashlib.py",
"Caller","getattr","NullProvider.__init__",4,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","getattr","socket (module)",4,0.00,0.00,0.00,0.00,"socket.py",
"Root","globals","globals",14,0.00,0.00,0.00,0.00,"builtins",
"Caller","globals"," (module)",1,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","globals","._declare_state",4,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","globals","._initialize_master_working_set",1,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","globals",".MarkerEvaluation",1,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","globals","hashlib (module)",6,0.00,0.00,0.00,0.00,"hashlib.py",
"Caller","globals","symbol (module)",1,0.00,0.00,0.00,0.00,"symbol.py",
"Root","hasattr","hasattr",9,0.00,0.00,0.00,0.00,"builtins",
"Caller","hasattr",".__new__",1,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","hasattr","_abcoll.update",1,0.00,0.00,0.00,0.00,"_abcoll.py",
"Caller","hasattr","pygame (module)",1,0.00,0.00,0.00,0.00,"__init__.py",
"Caller","hasattr","socket (module)",1,0.00,0.00,0.00,0.00,"socket.py",
"Caller","hasattr","tempfile (module)",5,0.00,0.00,0.00,0.00,"tempfile.py",
"Root","hashlib (module)","hashlib (module)",1,0.00,0.00,3.86,3.83,"hashlib.py",
"Caller","hashlib (module)","random (module)",1,0.00,0.00,3.86,3.83,"random.py",
"Callee","hashlib (module)","globals",6,0.00,0.00,0.00,0.00,"builtins",
"Callee","hashlib (module)","hashlib.__get_openssl_constructor",6,0.00,0.00,0.00,0.00,"hashlib.py",
"Callee","hashlib (module)","set.union",1,0.00,0.00,0.00,0.00,"Unidentifiable Method",
"Root","hashlib.__get_openssl_constructor","hashlib.__get_openssl_constructor",6,0.00,0.00,0.00,0.00,"hashlib.py",
"Caller","hashlib.__get_openssl_constructor","hashlib (module)",6,0.00,0.00,0.00,0.00,"hashlib.py",
"Callee","hashlib.__get_openssl_constructor","_hashlib.openssl_md5",1,0.00,0.00,0.00,0.00,"_hashlib",
"Callee","hashlib.__get_openssl_constructor","_hashlib.openssl_sha1",1,0.00,0.00,0.00,0.00,"_hashlib",
"Callee","hashlib.__get_openssl_constructor","_hashlib.openssl_sha224",1,0.00,0.00,0.00,0.00,"_hashlib",
"Callee","hashlib.__get_openssl_constructor","_hashlib.openssl_sha256",1,0.00,0.00,0.00,0.00,"_hashlib",
"Callee","hashlib.__get_openssl_constructor","_hashlib.openssl_sha384",1,0.00,0.00,0.00,0.00,"_hashlib",
